phase_name,phase,step,location,Task,Note,FALSE
Getting Started with Shadcn UI and Vue.js,4,33,shandcn for vue,Go follow steps ons shadcn for tailwind 4,https://www.shadcn-vue.com/docs/installation/vite.html,TRUE
Getting Started with Shadcn UI and Vue.js,4,33,src,move styles.css to assets and rename as index.css,,TRUE
Getting Started with Shadcn UI and Vue.js,4,33,main.ts,import css,import '.assets/index.css',TRUE
Prepare the Vue App Layout with TailwindCSS,4,34,index.html,in <html> add ,"class=""dark""",TRUE
Prepare the Vue App Layout with TailwindCSS,4,34,app.vue,add <nav> before <main>,"<nav class=""h-16 border-b bg-muted/40 flex justify-between px-6 items-center"">
    <form class=""w-full max-w-96"">
      <input type=""text"" placeholder=""Search..."" class=""w-full bg-background pl-8"" />
    </form>
    <div class=""w-8 h-8 rounded-full bg-white""></div>
  </nav>",TRUE
Utilize Shadcn Input and Dropdown Components,4,35,Terminal,npx shadcn-vue@latest add input,,TRUE
Utilize Shadcn Input and Dropdown Components,4,35,app.vue,add ,import Input from '@/components/ui/input/Input.vue',TRUE
Utilize Shadcn Input and Dropdown Components,4,35,shadcn,search dropdown menu and go to instalation,npx shadcn-vue@latest add dropdown-menu,TRUE
Utilize Shadcn Input and Dropdown Components,4,35,shadcn,copy usage from docs and add in app.vue scrpt,"import {  DropdownMenu,  DropdownMenuContent,  DropdownMenuItem,  DropdownMenuLabel,  DropdownMenuSeparator,  DropdownMenuTrigger, } from '@/components/ui/dropdown-menu'",TRUE
Utilize Shadcn Input and Dropdown Components,4,35,github,copy template code and add after avater div code ,"DropdownMenu>
    <DropdownMenuTrigger>Open</DropdownMenuTrigger>
    <DropdownMenuContent>
      <DropdownMenuLabel>My Account</DropdownMenuLabel>
      <DropdownMenuSeparator />
      <DropdownMenuItem>Profile</DropdownMenuItem>
      <DropdownMenuItem>Billing</DropdownMenuItem>
      <DropdownMenuItem>Team</DropdownMenuItem>
      <DropdownMenuItem>Subscription</DropdownMenuItem>
    </DropdownMenuContent>
  </DropdownMenu>",TRUE
Utilize Shadcn Input and Dropdown Components,4,35,app.vue,add the rounded div inplace of the open text,"<div class=""w-8 h-8 rounded-full bg-white""></div>",TRUE
Utilize Shadcn Input and Dropdown Components,4,35,shadcn,search avatar and install ,npx shadcn-vue@latest add avatar,TRUE
Utilize Shadcn Input and Dropdown Components,4,35,shadcn,copy import,,TRUE
Utilize Shadcn Input and Dropdown Components,4,35,shadcn,copy template add insiden <div></div>,"<Avatar>  <AvatarImage src=""https://github.com/unovue.png"" alt=""@unovue"" />  <AvatarFallback>CN</AvatarFallback>  </Avatar>",TRUE
Use Lucide Icons with Iconify and Vue.js,4,36,iconify,go to iconify,https://icon-sets.iconify.design/,TRUE
Iconify Icon Web Component in Vue.js,4,37,iconify,select lucide icon set,,TRUE
Iconify Icon Web Component in Vue.js,4,37,iconify/lucide,get search icon and click on svg and copy code and add before input in form,"<svg xmlns=""http://www.w3.org/2000/svg"" width=""24"" height=""24"" viewBox=""0 0 24 24"">
      <g
        fill=""none""
        stroke=""currentColor""
        stroke-linecap=""round""
        stroke-linejoin=""round""
        stroke-width=""2""
      >
        <path d=""m21 21l-4.34-4.34"" />
        <circle cx=""11"" cy=""11"" r=""8"" />
      </g>
    </svg>",TRUE
Iconify Icon Web Component in Vue.js,4,37,iconify,in iconify go to icons on demand/vue,,TRUE
Iconify Icon Web Component in Vue.js,4,37,iconify,go to Iconify Icon web component,,TRUE
Iconify Icon Web Component in Vue.js,4,37,iconify,go to registering the web component and install,npm i iconify-icon,TRUE
Iconify Icon Web Component in Vue.js,4,37,main.ts,add,"import ""iconify-icon"";",TRUE
Iconify Icon Web Component in Vue.js,4,37,vite.config.ts,inside the vue plugin ,"{
      template: {
        compilerOptions: {
          isCustomElement: (element) => element.startsWith('iconify-icon')
        }
      }
    }",TRUE
Iconify Icon Web Component in Vue.js,4,37,app.vue,replace svg ,"<iconify-icon icon=""lucide:search""></iconify-icon>",TRUE
Iconify Icon Web Component in Vue.js,4,37,app.vue,now update css,"<nav class=""h-16 border-b bg-muted/40 flex justify-between px-6 items-center"">
    <form class=""relative w-full h-fit max-w-96"">
      <iconify-icon  class=""absolute top-[50%] translate-y-[-50%] left-2.5 text-muted-foreground"" icon=""lucide:search""></iconify-icon>",TRUE
Iconify Icon Web Component in Vue.js,4,37,vscode,insall extension iconify intellisense,,TRUE
Create a Sidebar and Organize Code with Vue Components,4,38,github,go to lesson rep and copy template/app.vue to add sidebar,"<template>
  <aside
    class=""flex flex-col h-screen gap-2 border-r fixed bg-muted/40 lg:w-52 w-16 transition-[width]""
  >
    <div class=""flex h-16 items-center border-b px-2 lg:px-4 shrink-0 gap-1 justify-between"">
      <button variant=""outline"" size=""icon"" class=""w-8 h-8"">
        <iconify-icon icon=""lucide:menu""></iconify-icon>
      </button>

      <button variant=""outline"" size=""icon"" class=""w-8 h-8"">
        <iconify-icon icon=""lucide:plus""></iconify-icon>
      </button>
    </div>

    <nav class=""flex flex-col gap-2 justify-between h-full relative"">
      <div>
        <RouterLink
          to=""/""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:house""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Dashboard</span>
        </RouterLink>
        <RouterLink
          to=""/projects""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:building-2""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Projects</span>
        </RouterLink>
        <RouterLink
          to=""/tasks""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:badge-check""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">My Tasks</span>
        </RouterLink>
      </div>

      <div class=""border-y text-center bg-background py-3"">
        <RouterLink
          to=""/profile""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:user""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Profile</span>
        </RouterLink>
        <RouterLink
          to=""/settings""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:settings""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Settings</span>
        </RouterLink>
        <RouterLink
          to=""/signout""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:log-out""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Sign out</span>
        </RouterLink>
      </div>
    </nav>
  </aside>
  <div class=""flex flex-col lg:ml-52 ml-16 transition-[margin]"">
    <nav class=""h-16 border-b bg-muted/40 flex gap-2 justify-between px-6 items-center"">
      <form class=""relative h-fit w-full max-w-96"">
        <iconify-icon
          class=""absolute top-[50%] translate-y-[-50%] left-2.5 text-muted-foreground""
          icon=""lucide:search""
        ></iconify-icon>
        <Input class=""w-full pl-8 bg-background"" type=""text"" placeholder=""Search ..."" />
      </form>
      <DropdownMenu>
        <DropdownMenuTrigger>
          <Avatar>
            <AvatarImage src=""https://github.com/radix-vue.png"" alt=""@radix-vue"" />
            <AvatarFallback>CN</AvatarFallback>
          </Avatar>
        </DropdownMenuTrigger>
        <DropdownMenuContent>
          <DropdownMenuLabel>My Account</DropdownMenuLabel>
          <DropdownMenuSeparator />
          <DropdownMenuItem>Profile</DropdownMenuItem>
          <DropdownMenuItem>Billing</DropdownMenuItem>
          <DropdownMenuItem>Team</DropdownMenuItem>
          <DropdownMenuItem>Subscription</DropdownMenuItem>
        </DropdownMenuContent>
      </DropdownMenu>
    </nav>
    <main>
      <RouterView />
    </main>
  </div>
</template>",TRUE
Create a Sidebar and Organize Code with Vue Components,4,38,components,create new folder /layout/TopNavbar.vue then copy script and tem[plate from app.vie and delete nav bar and Us<TopNavBbr,"<script setup lang=""ts"">
import Input from '@/components/ui/input/Input.vue'
import {
  DropdownMenu,
  DropdownMenuContent,
  DropdownMenuItem,
  DropdownMenuLabel,
  DropdownMenuSeparator,
  DropdownMenuTrigger
} from '@/components/ui/dropdown-menu'
import { Avatar, AvatarFallback, AvatarImage } from '@/components/ui/avatar'
</script>
<template>
  <nav class=""h-16 border-b bg-muted/40 flex gap-2 justify-between px-6 items-center"">
    <form class=""relative h-fit w-full max-w-96"">
      <iconify-icon
        class=""absolute top-[50%] translate-y-[-50%] left-2.5 text-muted-foreground""
        icon=""lucide:search""
      ></iconify-icon>
      <Input class=""w-full pl-8 bg-background"" type=""text"" placeholder=""Search ..."" />
    </form>
    <DropdownMenu>
      <DropdownMenuTrigger>
        <Avatar>
          <AvatarImage src=""https://github.com/radix-vue.png"" alt=""@radix-vue"" />
          <AvatarFallback>CN</AvatarFallback>
        </Avatar>
      </DropdownMenuTrigger>
      <DropdownMenuContent>
        <DropdownMenuLabel>My Account</DropdownMenuLabel>
        <DropdownMenuSeparator />
        <DropdownMenuItem>Profile</DropdownMenuItem>
        <DropdownMenuItem>Billing</DropdownMenuItem>
        <DropdownMenuItem>Team</DropdownMenuItem>
        <DropdownMenuItem>Subscription</DropdownMenuItem>
      </DropdownMenuContent>
    </DropdownMenu>
  </nav>
</template>
",TRUE
Create a Sidebar and Organize Code with Vue Components,4,38,app.vue,import,import TopNavbar from '@/components/layout/TopNavbar.vue';,TRUE
Create a Sidebar and Organize Code with Vue Components,4,38,/layout,create new file SideBar.vue and copy aside code from app.vue,,TRUE
Create a Sidebar and Organize Code with Vue Components,4,38,app.vue,import and use Sidebar,import SideBar from '@/components/layout/SideBar.vue',TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,/layout,reate new file SidebarLinks.vue,,TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebar.vue,copy router link from 1 link in Sidebar,"<RouterLink
          to=""/""
          class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
        >
          <iconify-icon icon=""lucide:house""></iconify-icon>
          <span class=""hidden lg:block text-nowrap"">Dashboard</span>
        </RouterLink>",TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebarlinks.vue,add in script ,"interface LinkProp {
  title: string
  to: string
  icon: string
}

defineProps<{
  links: LinkProp[]
}>()",TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebarlinks.vue,code should now look like this after v-for and bind in tempalete,"<script setup lang=""ts"">
interface LinkProp {
  title: string
  to: string
  icon: string
}

defineProps<{
  links: LinkProp[]
}>()
</script>

<template>
  <RouterLink
  v-for=""link in links""
  :key=""link.title""
    :to=""link.to""
    class=""flex items-center gap-3 px-4 py-2 mx-2 transition-colors rounded-lg hover:text-primary justify-center lg:justify-normal text-muted-foreground""
  >
    <iconify-icon :icon=""link.icon""></iconify-icon>
    <span class=""hidden lg:block text-nowrap"">{{ link.title }}</span>
  </RouterLink>
</template>",TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebar.vue,cript add link array,"const links = [
  {
    title: 'Dashboard',
    to: '/',
    icon: 'lucide:house'
  },
  {
    title: 'Projects',
    to: '/projects',
    icon: 'lucide:building-2'
  },
  {
    title: 'My Tasks',
    to: '/tasks',
    icon: 'lucide:badge-check'
  }
]",TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebar.vue,Now in template add <SidebarLinks /> and import and bind to array in place of links,"<SidebarLinks :links=""links""/>",TRUE
Extract a Reusable Vue Component for Sidebar Links,4,39,Sidebar.vue,"Now define accountsLinks and add <SidebarLinks links=""accountsLinks"">","const accountLinks = [
  {
    title: 'Profile',
    to: '/profile',
    icon: 'lucide:user'
  },
  {
    title: 'Settings',
    to: '/settings',
    icon: 'lucide:settings'
  },
  {
    title: 'Sign out',
    to: '/signout',
    icon: 'lucide:log-out'
  }
]",TRUE
Configure Vue Router Active Links with TailwindCSS,4,40,Sidebarlinks.vue,<router add,"exactActiveClass=""text-primary bg-muted """,TRUE
Create Layout Vue.js Component,4,41,shadcn,search button,npx shadcn-vue@latest add button,TRUE
Create Layout Vue.js Component,4,41,Sidebar.vue,update button to shancn Button,,TRUE
Create Layout Vue.js Component,4,41,github,now copy from git the app.vue template,"<script setup lang=""ts"">
import TopNavbar from '@/components/Layout/TopNavbar.vue'
import Sidebar from '@/components/Layout/Sidebar.vue'
</script>

<template>
  <Sidebar />
  <div class=""flex flex-col lg:ml-52 ml-16 transition-[margin]"">
    <TopNavbar />

    <main class=""flex flex-col flex-1 gap-4 p-4 lg:gap-6 lg:p-6"">
      <div class=""flex items-center"">
        <h1 class=""text-lg font-semibold md:text-2xl"">Page Title</h1>
      </div>
      <RouterView />
    </main>
  </div>
</template>",TRUE
Create Layout Vue.js Component,4,41,layout,craete ne folder and file layout/main/authLayout.vue and copy all app.vue content,"<script setup lang=""ts"">
import Sidebar from '@/components/Layout/Sidebar.vue'
import TopNavbar from '@/components/Layout/TopNavbar.vue'
</script>

<template>
  <Sidebar />
  <div class=""flex flex-col lg:ml-52 ml-16 transition-[margin]"">
    <TopNavbar />

    <main class=""flex flex-col flex-1 gap-4 p-4 lg:gap-6 lg:p-6"">
      <div class=""flex items-center"">
        <h1 class=""text-lg font-semibold md:text-2xl"">Page Title</h1>
      </div>
      <RouterView />
    </main>
  </div>
</template>",TRUE
Create Layout Vue.js Component,4,41,AuthLayout.vue,change <RouterView /> to <slots />,,TRUE
Create Layout Vue.js Component,4,41,app.vue,remove import statemenst and add,import AuthLayout from './components/layout/main/authLayout.vue',TRUE
Create Layout Vue.js Component,4,41,app.vue,change template to ,"<template>
  <AuthLayout>
    <RouterView />
  </AuthLayout>
</template>",TRUE
Create Layout Vue.js Component,4,41,,as daar code errors is gebruik,>vue: restart vue and typescrip servers,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tanstack,tables/get started/vue/instalatiosn,https://tanstack.com/table/latest/docs/introduction,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,Terminal,copy install package,npm install @tanstack/vue-table,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,shadcn,search data tables/instalation,npx shadcn-vue@latest add table,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,shadcn,go to prerequisites copy code,"interface Payment {
  id: string
  amount: number
  status: 'pending' | 'processing' | 'success' | 'failed'
  email: string
}

export const payments: Payment[] = [
  {
    id: '728ed52f',
    amount: 100,
    status: 'pending',
    email: 'm@example.com',
  },
  {
    id: '489e1d42',
    amount: 125,
    status: 'processing',
    email: 'example@gmail.com',
  },
  // ...
]",TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,pages/tasks/index.vue and paste above code underneath function to fetch tasks,,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,remove export from function,,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,shadcn,go to basic table and copy export function,"export const columns: ColumnDef<Payment>[] = [
  {
    accessorKey: 'amount',
    header: () => h('div', { class: 'text-right' }, 'Amount'),
    cell: ({ row }) => {
      const amount = Number.parseFloat(row.getValue('amount'))
      const formatted = new Intl.NumberFormat('en-US', {
        style: 'currency',
        currency: 'USD',
      }).format(amount)

      return h('div', { class: 'text-right font-medium' }, formatted)
    },
  }
]",TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,remove export from function,,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,import ColumnDef,import type { ColumnDef } from '@tanstack/vue-table';,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,import h from vue,"import { h, ref } from 'vue'",TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,ui,craete ui/data-table/DataTable.vue and copy <DataTable /> code from shadcn,"<script setup lang=""ts"" generic=""TData, TValue"">
import type { ColumnDef } from '@tanstack/vue-table'
import {
  FlexRender,
  getCoreRowModel,
  useVueTable,
} from '@tanstack/vue-table'

import {
  Table,
  TableBody,
  TableCell,
  TableHead,
  TableHeader,
  TableRow,
} from '@/components/ui/table'

const props = defineProps<{
  columns: ColumnDef<TData, TValue>[]
  data: TData[]
}>()

const table = useVueTable({
  get data() { return props.data },
  get columns() { return props.columns },
  getCoreRowModel: getCoreRowModel(),
})
</script>

<template>
  <div class=""border rounded-md"">
    <Table>
      <TableHeader>
        <TableRow v-for=""headerGroup in table.getHeaderGroups()"" :key=""headerGroup.id"">
          <TableHead v-for=""header in headerGroup.headers"" :key=""header.id"">
            <FlexRender
              v-if=""!header.isPlaceholder"" :render=""header.column.columnDef.header""
              :props=""header.getContext()""
            />
          </TableHead>
        </TableRow>
      </TableHeader>
      <TableBody>
        <template v-if=""table.getRowModel().rows?.length"">
          <TableRow
            v-for=""row in table.getRowModel().rows"" :key=""row.id""
            :data-state=""row.getIsSelected() ? 'selected' : undefined""
          >
            <TableCell v-for=""cell in row.getVisibleCells()"" :key=""cell.id"">
              <FlexRender :render=""cell.column.columnDef.cell"" :props=""cell.getContext()"" />
            </TableCell>
          </TableRow>
        </template>
        <template v-else>
          <TableRow>
            <TableCell :colspan=""columns.length"" class=""h-24 text-center"">
              No results.
            </TableCell>
          </TableRow>
        </template>
      </TableBody>
    </Table>
  </div>
</template>",TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,shandcn,from shadcn copy render table code the add to pages/tasks/index.vue remove template stuff and add in template,"<DataTable :columns=""columns"" :data=""data"" />",TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,import DataTable,import DataTable from '@/components/ui/data-table/DataTable.vue';,TRUE
Build a Vue.js Data Table Component with Shadcn and TanStack,4,42,tasks/index.vue,in <DataTable change dat to payments,"<DataTable :columns=""columns"" :data=""payments"" />",TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,delete the payments interface in script,,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,delete the payments const in script,,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,copy <Tables<'tasks'>> and replace in payments,const columns: ColumnDef<Tables<'tasks'>>[] = [,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,tasks/index change amount to name,,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,tasks/index change column function to,"const columns: ColumnDef<Tables<'tasks'>>[] = [
  {
    accessorKey: 'name',
    header: () => h('div', { class: 'text-right' }, 'Name'),
    cell: ({ row }) => {
      return h('div', { class: 'text-right font-medium' }, row.getValue('name'))
    }
  }
]",TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,"then change templae to taks and ad v-if=""taks"" that only display if there is tasks","<DataTable v-if=""tasks"" :columns=""columns"" :data=""tasks"" />",TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,tasks/index cgange class text-left to display data left,,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,add other columns,,TRUE
Customize the Data Table Implementation for Our Vue.js App,4,43,tasks/index.vue,then change in collabortaots row. value to,JSON.stringify(row.getValue('collaborators')),FALSE
Create a Data Table for the Projects Page,4,44,projects/index.vue,define columns,"const columns: ColumnDef<Tables<'projects'>>[] = [
  {
    accessorKey: 'name',
    header: () => h('div', { class: 'text-left' }, 'Name'),
    cell: ({ row }) => {
      return h('div', { class: 'text-left font-medium' }, row.getValue('name'))
    }
  },
  {
    accessorKey: 'status',
    header: () => h('div', { class: 'text-left' }, 'Status'),
    cell: ({ row }) => {
      return h('div', { class: 'text-left font-medium' }, row.getValue('status'))
    }
  },
  {
    accessorKey: 'name',
    header: () => h('div', { class: 'text-left' }, 'Name'),
    cell: ({ row }) => {
      return h('div', { class: 'text-left font-medium' }, row.getValue('name'))
    }
  },
  {
    accessorKey: 'collaborators',
    header: () => h('div', { class: 'text-left' }, 'Collaborators'),
    cell: ({ row }) => {
      return h(
        'div',
        { class: 'text-left font-medium' },
        JSON.stringify(row.getValue('collaborators'))
      )
    }
  }
]",TRUE
Create a Data Table for the Projects Page,4,44,projects/index.vue,clean tempalte and add NB! make sure all imports are valid,"<DataTable v-if=""projects"" :columns=""columns"" :data=""projects"" />",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/index.vue,in projects/index.vue change the div in row to RouterLink for name,"RouterLink,
        { to: `/projects/${row.original.slug}`, class: 'text-left font-medium' },
        () => row.getValue('name')",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/index.vue,then change the projects/[id].vue to [slug].vue to match routerlink row.original.slug,,TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/index.vue,add hover effect ,"{ to: `/projects/${row.original.slug}`, class: 'text-left font-medium hover:bg-muted ' }",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/[slug].vue,in projects/s[slu].vue change id to slug,"<h1>Projects {{ route.params?.slug }}</h1>
  </div>",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,vscode,command + shift +f the search projects/[id] to see if still ref somewhere and delete," <RouterLink :to=""{ name: '/projects/[id]', params: { id: 1 } }"">Go To Projects 1</RouterLink>",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,preview,click on projects and the url shoul read wit slug after projects/slug,http://localhost:5173/projects/dolorum-color-varius,TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/index.vue,projects/index.vue add class tblock w- full for better user ex on clickable row,"{ to: `/projects/${row.original.slug}`, class: 'text-left font-medium hover:bg-muted block w-full ' }",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,,inspect and see where extra padding is,,TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,DataTable.vue,add style scoped ,"<style scoped>
@reference ""@/assets/index.css"";

td {
  @apply p-0;
}

td > * {
  @apply p-4;
}
</style>",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,projects/index.vue,pages/projects/index.vue copy the code for return h( router link and copy to tasks/index.vue,"return h(
        RouterLink,
        {
          to: `/projects/${row.original.slug}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('name')
      )",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,tasks/index.vue,change projects to tasks and .slug .id,"to: `/tasks/${row.original.id}`,",TRUE
Make the Data Table Cells Clickable with RouterLink,4,45,tasks/[id].vue,in /tasks create new file [id].vue,"<script setup lang=""ts"">
</script>

<template>
  <div>
    <h1>Task</h1>
  </div>
</template>",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,terminal,install auto imporst follow link sintructions,https://github.com/unplugin/unplugin-auto-import/blob/main/README.md,TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,In raedme follow vite instructions and add in vite.config.ts,import AutoImport from 'unplugin-auto-import/vite',TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,also in vite.config.ts add plugin,"AutoImport({ /* options */ }),",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,in plugin options add ,"include: [
    /\.[tj]sx?$/, // .ts, .tsx, .js, .jsx
    /\.vue$/,
    /\.vue\?vue/, // .vue
    /\.vue\.[tj]sx?\?vue/, // .vue (vue-loader with experimentalInlineMatchResource enabled)
    /\.md$/, // .md
  ],",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,then add unneath include array,"imports: [
    // presets
    'vue',
    'vue-router',",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,add dts array below imports,"dts: './auto-imports.d.ts',",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,then change to default true,"dts: true,",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,vite.config.ts,then below dts add ,"viteOptimizeDeps: true,",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,tsconfig.app.json,under include add,"""auto-imports.d.ts"",
    ""components.d.ts""",TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,projects/[slug],delete import,import { useRoute } from 'vue-router',TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,projects/index.vue,"delete import {vue ,h)....",,TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,task/index.vue,"in tasks/index.vue delete omport { h, ref}",,TRUE
Integrate unplugin-auto-import with Vue and Vite,5,47,terminal,check if still works,npm run dev,TRUE
Configure unplugin-auto-import for unplugin-vue-router,5,48,web,go to unplugin vue router wesbite and go to introduction an look for auto imports on right ,,TRUE
Configure unplugin-auto-import for unplugin-vue-router,5,48,vite.config.ts,copy import statement and patse inside vite.config.ts file ,import { VueRouterAutoImports } from 'unplugin-vue-router',TRUE
Configure unplugin-auto-import for unplugin-vue-router,5,48,vite.config.ts,in vite.config.ts replace vue-roeter preset ins ide autoimports with #### but not as a string ,"VueRouterAutoImports, ",TRUE
Configure unplugin-auto-import for unplugin-vue-router,5,48,web,in unplugin vue router go check chameglogs to see for any braeking changes,,TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,web,unplugin vue components go o link,https://github.com/unplugin/unplugin-vue-components,TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,web,get isnatlation command and install ,npm i unplugin-vue-components -D,TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,vite.config.ts,check vite setup and copy import statememnt ,import Components from 'unplugin-vue-components/vite',TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,vite.config.ts,add plugin ,Components({ /* options */ }),TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,tsconfig.app.json,in tsconfig.app.json add under include add,components.d.ts,TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,DataTable.vue,no delete imports for any component start with DataTable.vue,"import {
  Table,
  TableBody,
  TableCell,
  TableHead,
  TableHeader,
  TableRow
} from '@/components/ui/table'
",TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,sidebar.vue,delete,,TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,projects/index.vue,delete ,import DataTable from '@/components/ui/data-table/DataTable.vue',TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,tasks/index.vue,delete ,import DataTable from '@/components/ui/data-table/DataTable.vue',TRUE
Implement Components Auto Importing Feature in Vue.js 3,5,49,app.vue,delete ,import AuthLayout from './components/layout/main/authLayout.vue',TRUE
Use Vue.js Suspense Component to Handle Async Dependencies,5,50,,Just info on suspense,,FALSE
Enhance Vue Router with Suspense for Async Components,5,51,app.vue ,change template to this to add suspense and Router buddies,"<template>
  <AuthLayout>
    <RouterView v-slot=""{ Component, route }"">
      <Suspense v-if=""Component"">
        <Component v-if=""Component"" :is=""Component"" :key=""route.name""></Component>
        <template #fallback>
          <span>Loading...</span>
        </template>
      </Suspense>
    </RouterView>
  </AuthLayout>
</template>",TRUE
Enhance Vue Router with Suspense for Async Components,5,51,tasks/index.vue,look like this ,"const getProjects = async () => {
  const { data, error } = await supabase.from('projects').select()

  if (error) console.log(error)

  projects.value = data
}

await getProjects()",TRUE
Enhance Vue Router with Suspense for Async Components,5,51,project/index.vue,look like this ,"const getProjects = async () => {
  const { data, error } = await supabase.from('projects').select()

  if (error) console.log(error)

  projects.value = data
}

await getProjects()",TRUE
Enhance Vue Router with Suspense for Async Components,5,51,app.vue ,"add :timeout=""0"" to show loading always","<Suspense v-if=""Component"" :timeout=""0"">",TRUE
